SAMPN,PERNO,origin,destination
3002493,3,3590056436,577629885
3002516,1,53158109,576132518
3002563,1,53039054,285744257
3002568,1,53068934,53024658
3002568,2,53068934,401426608
3002597,1,53105071,57827946
3002597,2,53105071,4518480864
3002597,3,53105071,52990472
3002606,1,53117664,4626348557
3002606,2,53117664,53094031
3002606,3,53117664,4226057487
3002808,1,62451489,53090514
3002819,2,62381516,1003275166
3002882,2,62427195,62464552
3002887,1,62438289,55955222
3002887,2,62438289,4991682162
3002974,1,62416613,62315477
3002987,1,62385594,65317366
3002993,1,62393596,62430259
3003023,2,62404731,65295278
3003092,1,62465797,57945133
3003184,1,62383898,53118327
3003184,2,62383898,62383901
3003253,1,62440909,258911640
3003253,2,62440909,62278982
3003256,1,62407703,57861799
3003256,2,62407703,62522612
3003283,1,62438213,461443503
3003298,2,62390740,53112051
3003445,1,62480415,62498575
3003600,1,62499762,57867387
3003733,2,62447033,57801594
3003777,1,62430558,1993196224
3003788,2,62413956,62455711
3003825,2,62383145,62199132
3003947,1,62400401,2486712938
3003947,2,62400401,62521805
3004191,1,62449621,2389189079
3004191,2,62449621,3564374307
3004237,2,62482561,415194042
3004430,1,62536825,62400988
3004454,1,1773378132,704951388
3004454,2,1773378132,1017940123
3004454,6,1773378132,56156575
3004485,2,62469330,62387882
3004527,1,62541544,110378297
3004527,2,62541544,65343279
3004661,1,53042086,2389145817
3004665,2,53059257,53075912
3004828,1,53020614,1804181964
3004835,1,312073486,53050568
3004847,1,53035460,1762740437
3005024,1,53073789,53026622
3005049,1,53062546,1723738831
3005089,1,53038016,65529799
3005113,1,53093208,53035681
3005134,1,53084509,2508621605
3005134,2,53084509,3564374307
3005138,1,53106276,312094434
3005212,1,256194388,2270549279
3005212,2,256194388,57841544
3005340,2,53019401,1723739199
3005340,3,53019401,678880772
3005376,2,53022363,65482486
3005376,3,53022363,53029585
3005389,1,53034494,53019294
3005391,1,53077459,53050183
3005391,2,53077459,469067955
3005452,1,53146071,3219700404
3005505,1,53068089,53121785
3005634,2,53060228,53145223
3005680,1,53076290,65336047
3005680,2,53076290,53025472
3005704,1,255034042,53045509
3005704,2,255034042,53032774
3005798,1,53152034,53124686
3005798,2,53152034,53145251
3005873,1,53073214,53018382
3005958,1,53060021,53074412
3006012,1,53035657,110408796
3006059,1,4548895044,53027373
3006162,3,53045501,2278881212
3006181,1,283261740,53037531
3006181,2,283261740,2389164226
3006308,2,53115300,53077932
3006312,1,53130602,57848965
3006352,1,53092592,65303529
3006352,2,53092592,65299292
3006354,1,53022715,53087243
3006388,1,2389102688,65305815
3006418,1,309547129,65329980
3006418,2,309547129,462036035
3006423,1,53118782,65352344
3006435,1,53043866,75763839
3006435,2,53043866,53082730
3006461,1,53106431,312094434
3006461,2,53106431,258758553
3006461,3,53106431,57832662
3006485,2,53088336,243673089
3006489,2,53047014,53055823
3006497,1,53121462,5265146932
3006531,1,53064408,53106799
3006539,2,260707482,53027373
3006539,3,260707482,65306800
3006554,2,53090323,419014561
3006576,1,256340649,65317030
3006576,2,256340649,65303721
3006623,1,53088472,53046259
3006638,2,53122722,53037525
3006644,2,53055428,53096121
3006647,1,53048977,347423727
3006647,2,53048977,53045231
3006670,1,53128733,53026622
3006693,1,53076335,57825889
3006717,1,53103035,65303525
3006745,1,53038766,283261645
3006785,1,53070057,65295281
3006785,2,53070057,65295281
3006824,1,53114730,2838230202
3006824,2,53114730,53082621
3006859,2,53078080,1723739386
3006907,1,502839351,65317030
3006917,1,2371258157,65317042
3006917,2,2371258157,53055541
3006919,1,53099761,53096730
3006943,1,53094187,4184297942
3006962,1,53041445,53026583
3007038,1,53027251,53026619
3007038,2,53027251,1717346901
3007106,1,682428206,65308278
3007106,2,682428206,65303696
3007138,1,502839392,246806704
3007146,1,53098685,53025191
3007146,2,53098685,462036035
3007146,3,53098685,53082861
3007197,1,53064328,65306985
3007197,2,53064328,62481631
3007273,1,53099445,53092233
3007279,1,53100301,53122799
3007279,2,53100301,53037531
3007284,1,53042268,461443503
3007284,2,53042268,65303488
3007285,1,53088562,53091955
3007304,1,92750267,1723739359
3007315,2,244877957,53027776
3007326,1,53123242,57821725
3007326,2,53123242,65334120
3007380,1,53080704,65303721
3007380,2,53080704,53070334
3007385,2,204816201,259987555
3007385,3,204816201,65415068
3007395,2,53084702,65295278
3007434,1,53045619,53086204
3007434,2,53045619,53073991
3007437,1,53040372,65307438
3007437,2,53040372,65334111
3007489,2,53094069,65303589
3007510,1,53043587,1511349597
3007510,2,53043587,53061131
3007512,1,53064984,53075121
3007512,2,53064984,53118746
3007512,3,53064984,53028211
3007519,1,53031880,53091836
3007519,2,53031880,53041307
3007547,1,53016987,53047925
3007547,2,53016987,344583544
3007625,1,53058727,53092233
3007639,1,53058728,53057748
3007699,2,53027800,53055202
3007801,2,53063803,53116364
3007878,1,53027395,53093987
3007888,1,53055179,65613239
3007899,2,53124028,1711296973
3007917,1,53064864,65298435
3007917,2,53064864,32927543
3007917,3,53064864,53130832
3007923,1,53019145,53090692
3007923,2,53019145,53048389
3007928,1,53047290,1956018027
3007928,2,53047290,53098565
3007939,1,53027401,53059447
3007943,1,53100729,53026619
3007960,1,53047330,65306956
3007961,1,53050619,65327408
3007961,2,53050619,2389145817
3007983,2,53027401,53079549
3008045,2,53076855,4372460162
3008047,2,53089412,52980578
3008047,3,53089412,237134303
3008047,5,53089412,53019160
3008048,2,53020957,1003276429
3008050,2,240469701,53041867
3008050,3,240469701,312119130
3008087,1,1762740485,65352344
3008087,2,1762740485,53048389
3008092,1,53121252,53116966
3008093,1,53152265,65489091
3008116,1,53116961,53085637
3008116,2,53116961,65296808
3008143,1,258761342,65295281
3008157,2,53148832,462036035
3008168,1,53020966,1804181948
3008168,2,53020966,53090692
3008183,2,53088359,65526953
3008192,2,53063547,53055202
3008195,1,53122851,53143662
3008208,2,53079147,1723738990
3008208,3,53079147,53056297
3008216,1,53063553,3840704462
3008244,1,394188440,356071782
3008280,2,53064684,53133743
3008328,4,92047993,53090683
3008336,1,53082593,65303529
3008384,1,53088521,53059255
3008384,2,53088521,57820174
3008392,1,53112986,65346569
3008392,2,53112986,577419150
3008394,1,53024976,2389189079
3008394,2,53024976,3633495461
3008411,1,53029018,552853360
3008416,1,261735873,2389189079
3008434,1,53024982,2230688685
3008442,1,53036287,53034166
3008446,1,53040258,4960221819
3008446,2,53040258,53111685
3008446,3,53040258,57865394
3008473,1,57789939,3661015372
3008489,1,2839117215,1511349597
3008489,2,2839117215,53041087
3008502,1,53039793,4384834598
3008502,2,53039793,249055797
3008507,1,53124695,53066216
3008507,2,53124695,257532281
3008529,1,53029060,239669230
3008529,2,53029060,312094434
3008550,1,53109346,57826272
3008580,1,53075877,206141022
3008593,1,53019162,53130599
3008616,2,53058815,53055648
3008616,3,53058815,98461061
3008665,1,53139647,65307356
3008668,2,2093084422,239617031
3008673,2,53061191,53084125
3008677,1,99323240,57935954
3008677,2,99323240,53050565
3008677,3,99323240,3219753122
3008681,1,53082787,53037525
3008681,2,53082787,65314200
3008722,1,53033506,53062054
3008729,3,53063915,53099283
3008730,1,53119554,65326744
3008783,1,53063951,53043854
3008791,1,53062745,53111326
3008814,1,53030503,53122851
3008814,2,53030503,53122851
3008822,2,53048225,552853360
3008858,1,53138900,522276323
3008862,1,53075887,1091823092
3008882,1,53072260,462036034
3008885,1,53134495,65371540
3008885,2,53134495,3695495496
3008919,2,57820785,249055797
3008934,1,53029725,65310181
3009219,1,65607733,65414401
3009237,1,65627383,65479911
3009250,1,65418570,65672137
3009250,2,65418570,259386910
3009258,1,65611516,65414026
3009258,2,65611516,4490486656
3009286,1,368383690,65539398
3009286,2,368383690,686303097
3009326,2,65470408,604129212
3009369,1,65440059,343602000
3009380,1,4176821824,2474909301
3009399,2,65537424,347631051
3009466,1,65459983,1700007807
3009624,2,65592044,3313296593
3009953,1,65377889,2624934549
3010002,1,65422262,668462030
3010028,1,65591375,5104321587
3010061,1,276838984,285744257
3010061,2,276838984,264179586
3010125,1,65480754,65582823
3010183,1,3394885057,65433230
3010185,1,2087233595,760180038
3010195,1,278613638,264179586
3010195,2,278613638,262921586
3010289,2,65607250,65425050
3010301,1,65525833,65593954
3010369,2,65543004,433475314
3010441,2,65533716,577419150
3010463,1,65559473,1082915221
3010500,1,65540054,308941139
3010500,2,65540054,65356075
3010500,4,65540054,26404828
3010517,2,65542893,285744257
3010545,1,65460524,297282009
3010545,2,65460524,65524534
3010545,3,65460524,65588342
3010555,1,65507441,65443904
3010609,1,65679340,1083003536
3010609,4,65679340,65452487
3010648,2,65572196,2177741149
3010648,3,65572196,65524867
3010676,2,291705513,65595162
3010713,1,65618310,3652090817
3010713,2,65618310,65582527
3010746,2,65527406,260543592
3010766,1,65507785,65439402
3010766,2,65507785,1816506869
3010808,1,293512131,258164852
3012798,2,65475482,65678800
3012810,1,65484345,65624502
3012810,2,65484345,1020748860
3012817,1,65419171,664378509
3012824,2,65545889,65468023
3012836,2,316915529,65472298
3012892,1,65450934,65489559
3012892,2,65450934,65545468
3012985,1,65624174,257808261
3013053,1,65422271,65668413
3013073,1,65599286,65433230
3013073,2,65599286,65497613
3013084,1,65517350,65439156
3013084,2,65517350,4944392417
3013139,1,310948411,760158939
3013154,1,65586641,668462014
3013159,1,65435375,1323202170
3013173,3,65449455,65678734
3013195,2,360059216,1700446412
3013227,1,65585108,65624502
3013230,2,65436063,245924868
3013245,1,65608663,65495686
3013245,2,65608663,65437511
3013261,2,65646380,65444665
3013263,1,52155810,65418976
3013263,2,52155810,65494772
3013313,1,65653939,53036695
3013335,1,65470074,26497360
3013335,2,65470074,65511138
3013335,3,65470074,65511138
3013351,1,1831310092,1330369830
3013396,2,65421670,65498634
3013515,1,65454478,65424250
3013533,1,65484892,324502935
3013533,2,65484892,1071749777
3013542,2,65436882,65529572
3013554,2,65600922,4915148159
3013560,1,65517913,577419150
3013560,2,65517913,3217632933
3013591,1,65481149,370488096
3013640,1,65496376,65389652
3013640,2,65496376,53132453
3013645,2,65512269,65437711
3013674,2,65555679,65487722
3013689,1,65669352,759798045
3013706,1,1113439895,1083168479
3013706,2,1113439895,2467460482
3013720,2,5017202863,53150389
3013724,2,65455232,53034625
3013724,3,65455232,65496743
3013748,1,65442265,65373465
3013748,2,65442265,65467604
3013756,3,65654633,65480690
3013789,2,65533419,65506331
3013814,1,65529739,65496420
3013814,3,65529739,65516693
3013814,4,65529739,2886229159
3013828,1,65600832,2553680746
3013828,2,65600832,65429797
3013892,1,292451435,3652272982
3013892,2,292451435,876501306
3013911,1,65415535,65539388
3013911,2,65415535,1083003526
3013945,1,650020557,312963135
3013945,2,650020557,283283806
3013981,1,65429798,4483152065
3013983,1,65448844,65440870
3013996,2,65442192,3119256686
3013996,3,65442192,288072858
3014018,2,65423068,664251157
3014022,1,65649149,65426143
3014023,1,65535313,65461993
3014023,2,65535313,4524229622
3014043,1,65515479,65484440
3014043,2,65515479,65310181
3014043,3,65515479,3119256686
3014069,1,65435422,65424657
3014084,2,65564565,1084467154
3014093,1,65393780,3523003937
3014653,2,65563427,1970895527
3014702,1,312419095,313250472
3014746,1,65377676,2460760149
3014752,1,65448971,3695930070
3014786,1,314509221,65555054
3014786,2,314509221,315027141
3014793,2,65582868,5304248249
3014875,1,65543275,65377547
3014875,2,65543275,65485899
3014931,1,65463344,65593455
3014931,2,65463344,65452733
3014996,1,65682257,262921586
3015029,1,65637128,1102406210
3015029,2,65637128,2299911487
3015069,1,2749906538,4180675195
3015108,2,65446893,2428451735
3015197,2,65451634,5357247197
3015221,1,65545240,32791319
3015232,1,65561604,4549849717
3015252,1,65452806,760124144
3015270,1,65566480,686303097
3015270,2,65566480,65452480
3015313,1,65608817,65669254
3015313,2,65608817,65551811
3015313,3,65608817,65629475
3015369,1,65456747,431730066
3015386,1,65438356,4920372239
3015410,1,65491547,4635091863
3015418,2,65441277,577419150
3015471,2,65559637,65491953
3015532,1,3003824856,65571183
3015532,2,3003824856,65525253
3015556,1,248095172,65426143
3015586,1,65482372,65433230
3015610,1,349343734,65395289
3015610,2,349343734,3681667260
3015655,2,65557509,65426561
3015696,1,65570521,65485041
3015696,2,65570521,206351339
3015737,1,65439533,4944392417
3015737,2,65439533,65432362
3015737,3,65439533,65547567
3015783,2,65574093,65435567
3015814,2,65683948,2906017086
3015830,2,65456139,285744257
3015830,3,65456139,26028750
3015913,1,282922973,65377800
3015913,2,282922973,65470640
3016440,1,65642036,689936976
3016446,1,65617379,288220050
3016446,2,65617379,65587115
3016447,1,465196363,541325604
3016447,2,465196363,65295275
3016447,3,465196363,3489058393
3016447,4,465196363,1081079977
3016514,1,2620532057,65561442
3016699,1,65475170,65523762
3016750,3,65451548,65450657
3016765,2,65475219,2886229187
3016781,2,65483018,65468058
3016856,1,65614868,65414026
3016918,1,65534081,65523126
3016923,1,65467678,281363769
3016982,1,65579979,2404192087
3017016,3,65580802,3540148659
3017057,1,65520536,760123998
3017077,1,65528098,614066057
3017082,2,2429894530,262911224
3017082,3,2429894530,291659141
3017082,4,2429894530,291659141
3017305,4,65454834,65600755
3017305,5,65454834,448768062
3017387,1,4621245199,308941139
3017398,2,65426164,580402370
3017448,2,65554516,285744254
3017460,2,65493948,65463464
3017460,3,65493948,2913762415
3017471,2,65579019,1082987318
3017471,4,65579019,2474909273
3017503,1,65645255,32795925
3017503,2,65645255,65435231
3017539,1,65476538,65495328
3017539,2,65476538,431731431
3017561,2,65579010,4899816255
3017561,3,65579010,917880338
3017575,1,65460048,395463552
3017626,1,65641364,415170412
3017721,2,65432001,4167736764
3017726,2,65637925,4176821823
3017726,3,65637925,65425223
3017730,2,65607466,65537925
3017740,1,65596644,2323177132
3017854,1,65569058,65427925
3017854,2,65569058,65463166
3017884,2,65440754,1079893267
3017895,1,65564096,65677818
3017939,1,65441840,1025295466
3017939,2,65441840,262921586
3017960,2,65523910,65441927
3017973,2,65665422,65528140
3018011,1,65590852,285744257
3018093,3,65657978,65564734
3018114,1,65518345,65462454
3018114,2,65518345,5286655134
3018288,1,65463932,65468009
3018288,2,65463932,286560198
3018296,1,65528322,257037874
3018296,2,65528322,65494788
3018331,3,65494854,577419150
3018378,1,65583257,65551808
3018378,2,65583257,431731431
3018400,1,65597098,3217632934
3018453,1,285763566,3711234030
3018484,2,65472170,65389652
3018545,1,65522705,65430902
3018555,1,65468572,2631856198
3018605,1,65447572,65461556
3018605,2,65447572,65461556
3018684,1,65457187,65424250
3018730,1,65428420,3641168055
3018830,4,65564650,2874627272
3018874,3,65564655,2159681859
3018880,2,65648947,65434415
3018937,1,65612328,65539359
3018992,2,65545165,65428419
3019043,3,2858913682,53022096
3019142,1,65468980,259387578
3019157,1,65565614,577419150
3019157,2,65565614,65414026
3019157,3,65565614,65441995
3019185,1,65464500,3966968497
3019185,2,65464500,292440764
3019192,1,65563007,26117833
3019205,2,65573510,65400853
3019284,1,316009383,369936103
3019294,1,65492139,431957638
3019326,2,65443482,1071749777
3019326,4,65443482,65616306
3019333,1,65523891,65663712
3019333,2,65523891,65401911
3019415,1,339272088,65452480
3019415,2,339272088,65452480
3019433,1,65438919,65502170
3019433,2,65438919,354833085
3019445,1,65467241,1706628602
3019459,1,65423610,65465804
3019500,1,65552373,65537925
3019550,1,65434259,65453263
3019550,2,65434259,65453263
3019555,2,65438616,65526403
3019555,3,65438616,65567301
3019574,1,310967444,65516977
3019574,3,310967444,26117833
3019574,4,310967444,65630777
3019579,1,65481709,2400757270
3019579,2,65481709,469058648
3019596,1,65445058,310965657
3019633,1,65640875,447081158
3019633,2,65640875,1102406210
3019666,3,65662348,65405149
3019707,1,371348520,65430908
3019707,2,371348520,1020769440
3019711,2,371348520,65601918
3019766,1,65576382,65484821
3019871,1,65504151,440982937
3019893,1,65607454,65513990
3019932,1,65596108,285744257
3019932,2,65596108,65518948
3019936,1,65421139,65507382
3019936,2,65421139,65458930
3019975,1,65583869,1081079843
3019975,2,65583869,2858941067
3019975,3,65583869,2140977409
3019982,1,65532245,65577947
3019994,1,65526615,1723768769
3019997,1,65568939,65520335
3020103,2,65614851,65537421
3020131,5,65433128,65445394
3020136,1,1079893275,3112077973
3020142,1,65488079,4915148159
3020205,1,65631058,65671205
3020205,2,65631058,65319971
3020219,3,3533586826,65599031
3020272,1,3048245935,257883569
3020296,1,1100658273,65514293
3020314,2,65559132,3702215735
3020372,1,65540133,65461851
3020391,1,65426130,65434021
3020391,2,65426130,65369679
3020432,1,65459843,1025295466
3020432,2,65459843,1025295466
3020462,2,65399066,316559199
3020463,1,65476331,1723738831
3020463,2,65476331,1723738831
3020470,1,65602312,65514695
3020479,1,65476353,728171219
3020498,1,65433012,65420485
3020515,3,65452231,2834842054
3020522,1,65668974,65593954
3020541,1,65497360,245919607
3020548,1,65433012,65672351
3020566,2,65639443,65351790
3020598,1,65517365,353139733
3020599,1,65524818,65567442
3020620,2,65449880,65620663
3020658,1,3678132214,33466459
3020668,1,65430127,760439638
3020668,2,65430127,577419150
3020675,1,3678132205,517807889
3020675,2,3678132205,760124277
3020675,3,3678132205,3625888873
3020675,4,3678132205,65321076
3020708,1,65545686,431731431
3020708,2,65545686,65492869
3020738,3,65472072,2474962563
3020740,1,3548044120,65572414
3020740,2,3548044120,65639816
3020749,2,65616840,65442155
3020797,2,65454161,65569697
3020800,1,65517359,917880338
3020800,2,65517359,3625888873
3020823,1,315734593,704784837
3020851,1,65496202,4747899788
3020920,1,65631691,4942444767
3020921,1,3149566852,53132482
3020921,2,3149566852,53082517
3020967,3,3695541827,65640660
3020967,4,3695541827,313444662
3021005,2,65599796,65494694
3021048,1,4182100194,65430055
3021103,5,65437534,65437534
3021198,1,65524705,65491545
3021198,2,65524705,65528135
3021230,1,65435345,65551264
3021230,2,65435345,312687470
3021381,1,4913658085,1781792206
3021440,1,65641161,286100447
3021440,2,65641161,5357247213
3021459,2,65559772,65470162
3021507,3,65469865,313094858
3021539,1,65683010,65582823
3021556,2,65657159,65469965
3021698,2,65418224,65547646
3021795,1,65429002,447936592
3021856,1,65511190,53129827
3021946,1,65504273,65489223
3021981,2,65574459,4499793074
3022004,2,65527862,65518529
3022035,1,3966924731,4155993036
3022035,3,3966924731,65421721
3022158,1,65463492,65567740
3022233,1,65546394,65522698
3022295,2,65444848,1519205172
3022385,1,287505107,65557067
3022385,2,287505107,65462278
3022455,1,311922395,65560783
3022455,2,311922395,65438638
3022480,1,65476214,465196365
3022513,1,65637630,1087309287
3022513,2,65637630,1087309287
3022524,2,65567075,65545427
3022534,2,65474938,258392738
3022615,3,65570827,65635690
3022666,1,65525603,65541140
3022731,1,1111269536,65506351
3022731,2,1111269536,65506879
3022750,1,2489687442,1723739266
3022750,2,2489687442,260283815
3022858,1,65386704,65433232
3022858,2,65386704,277823228
3022864,1,725893684,65608263
3022881,2,2318936991,65394980
3023076,1,65545125,65303538
3023121,1,65594850,4524229622
3023246,1,65623308,1592336556
3023246,2,65623308,53114644
3023250,2,65455423,65609605
3023269,1,459992730,2299911481
3023281,1,369933261,285744257
3023281,2,369933261,65546210
3023316,1,65419019,2460760149
3023316,2,65419019,65536465
3023356,1,65497083,65459835
3023358,2,65393323,65458930
3023398,1,65426316,257993765
3023398,2,65426316,65545427
3023458,1,65441388,258965540
3023458,2,65441388,1071749777
3023491,1,65435499,5357247180
3023578,1,65647507,65539044
3023578,2,65647507,65452737
3023579,2,65624638,65432071
3023688,1,65539031,285744257
3023688,2,65539031,65613239
3023699,1,65528945,4553587465
3023699,2,65528945,1700007793
3023721,2,65444937,262911224
3023728,2,65607679,2832930600
3023736,2,65516455,65473000
3023739,2,65681700,3973823697
3023751,1,65423874,1071749777
3023751,2,65423874,3629711166
3023762,1,3640958686,4550686318
3023762,2,3640958686,2474962567
3023784,1,65541894,65623365
3023784,2,65541894,29381129
3023823,1,65493897,461484022
3023823,2,65493897,313199916
3023969,1,65661455,2193608471
3023969,2,65661455,2404194130
3024053,2,412696678,1082987338
3024053,3,412696678,65561528
3024077,1,65438288,264179586
3024235,3,65430264,65492071
3024680,2,1937730496,65613239
3024687,2,65483621,65314146
3025295,1,65456409,1758054026
3025295,2,65456409,3096337771
3025475,1,1707875334,1707875243
3025475,2,1707875334,1707875243
3050924,1,62420126,62445668
3050924,2,62420126,2686097236
3051083,1,62382879,65333837
3051199,2,62423141,62328432
3055798,1,62430853,62510659
3055865,1,62493513,627245046
3055865,2,62493513,3590142578
3055902,1,62415029,62481150
3056012,1,62385122,5200831750
3056139,2,62474560,62386933
3056265,1,62457370,447642828
3056381,1,62496836,55969219
3056462,2,471562457,62485285
3056462,3,471562457,62222943
3056470,2,62415606,57799081
3056503,2,62401325,2686097236
3056561,2,62435920,62459824
3056608,1,62429466,62236621
3056620,2,62442986,62410736
3056754,3,62224181,470163372
3056913,1,62405961,62325193
3056913,2,62405961,62389855
3056919,2,62437657,62440036
3057139,1,2191282782,464692306
3057139,2,2191282782,62432265
3057178,2,62404508,1793950820
3057344,2,62396703,5358007744
3057423,1,62186734,249031555
3072184,2,56020267,65295275
3076141,1,3807075810,152208176
7007582,1,259245269,283532703
7007607,1,65393154,65472351
7007611,2,65396616,65327408
7007632,1,65488565,65506357
7007632,2,65488565,65550325
7007651,1,65447008,65310737
7007651,2,65447008,65447111
7007668,2,65469478,65310181
7007668,3,65469478,415165882
7007703,1,65403466,65643858
7007838,1,65515013,522277390
7007838,2,65515013,522277390
7007865,1,65432802,65303529
7007865,2,65432802,65554350
7007888,2,65496831,65317945
7007956,1,65401715,65308413
7007957,1,529824092,461443503
7007969,1,65395663,65476103
7008003,1,65465682,65397135
7008003,2,65465682,65403638
7008028,2,65447832,65339460
7008068,1,65522069,65439967
7008083,1,65390790,1723738865
7008149,2,65457746,65412502
7008295,1,65420221,4393782486
7008295,2,65420221,53026622
7008353,1,65446271,65412502
7008353,2,65446271,65412502
7008472,3,65418173,1081488821
7008474,1,65384613,65303546
7008581,1,65402515,65455790
7008581,2,65402515,65324841
7008651,1,260451518,65306795
7008651,2,260451518,1774346210
7008835,1,65455337,65301296
7009032,1,65446041,65484327
7009053,1,307850658,65306795
7009083,1,65497896,65312706
7009083,2,65497896,65443788
7009132,2,65459048,1723738865
7009251,1,65439889,461443503
7009251,2,65439889,4911065157
7009273,1,65472171,2623038987
7009337,3,65511882,334363728
7009338,2,65485683,4954432612
7009338,3,65485683,65398332
7009368,1,65484116,29381129
7009368,2,65484116,29381129
7009401,1,65445517,65395289
7009401,2,65445517,65391664
7009528,1,65389083,65479774
7009528,2,65389083,65391861
7009557,1,65487428,65284110
7009578,1,65380971,65443585
7009578,2,65380971,2278915722
7009624,1,65436902,260283815
7009629,1,65436890,65471344
7009629,2,65436890,65318060
7009640,2,65515184,65550325
7009712,1,1426469947,288220050
7009724,1,65462145,1087305649
7009727,3,65391225,65562622
7009757,2,297185766,256558465
7009771,1,65495271,65399949
7009909,1,522378155,65547561
7009993,1,65437209,1734450138
7010035,2,65445715,1202720464
7010117,1,65455210,343602002
7010317,1,65439972,65393816
7010339,1,65417566,65360273
7010352,2,65499314,65393040
7010403,1,65398851,53064347
7010403,2,65398851,65425050
7010403,3,65398851,53064347
7010542,1,65391476,262080636
7010544,4,65451890,65348213
7010624,1,65471731,65316301
7010624,2,65471731,65395289
7010648,1,65398345,4911383256
7010648,2,65398345,65378488
7010648,3,65398345,65424251
7010652,2,390566975,2282623243
7010654,1,2950176308,65500585
7010654,2,2950176308,258939142
7010660,1,65414723,65439967
7010660,2,65414723,260193612
7010742,1,65438569,65418976
7010742,2,65438569,5329322575
7010773,2,65517636,65317058
7010799,1,65413334,380222416
7010866,1,65522227,65295089
7010990,3,65414518,1693949117
7011009,1,65440935,4605753784
7011009,2,65440935,65427475
7011032,1,441303490,1711296973
7011032,2,441303490,1711296973
7011073,1,65470527,65374814
7011073,2,65470527,65317058
7011082,1,65418411,390717681
7011082,3,65418411,435857127
7011115,1,65472542,65316301
7011115,3,65472542,1723739241
7011115,4,65472542,1366507946
7011115,5,65472542,65455188
7011126,1,65409023,65498839
7011126,2,65409023,65351790
7011292,2,65347146,295222775
7011297,1,65420010,4772983522
7011438,1,65438774,65500585
7011438,3,65438774,65498217
7011503,2,65437780,541312670
7011517,1,65446937,65485578
7011517,2,65446937,65448878
7011574,1,65512329,65494164
7011606,1,1696853526,53117866
7011606,2,1696853526,65471079
7011608,2,65394274,65421188
7011631,1,539827708,65418976
7011711,1,65432241,65460276
7011711,2,65432241,615115417
7011738,1,65432246,318211226
7011807,2,65389550,65441601
7011883,3,65497207,4954432612
7011883,4,65497207,65496766
7012036,1,65391842,53026759
7012116,1,65470447,65467182
7012116,2,65470447,1111929158
7012124,2,65392518,65613239
7012179,1,1428343194,2623038987
7012179,2,1428343194,65327964
7012230,1,65433505,65441375
7012230,2,65433505,65489223
7012236,2,65426588,53145251
7012349,1,65441119,65414849
7012349,2,65441119,65403008
7012400,2,65390604,1112549615
7012416,1,65446988,614140947
7012416,2,65446988,541338644
7012454,1,65440580,65449634
7012454,2,65440580,5057623298
7012454,3,65440580,65506357
7012597,1,65431812,65414876
7012751,1,65419515,53145251
7012751,2,65419515,1511349597
7012758,1,65434554,65420058
7012908,1,65460976,65506341
7012908,2,65460976,3313296593
7012946,1,65450358,65441375
7012988,1,65463427,65349765
7013004,2,65441414,1381331951
7013037,1,65428568,2386068296
7013204,2,65429827,266230210
7013363,1,65471698,65471698
7013379,1,65448925,65473714
7013379,2,65448925,65287691
7013823,1,65339848,65328969
7013865,1,65293746,1201336180
7013995,1,65293486,65295275
7014020,1,65324899,522087046
7014020,2,65324899,65303657
7014051,1,65320193,1723738832
7014072,1,65343971,1711296973
7014127,1,65303559,65497042
7014169,1,65360287,65292764
7014169,2,65360287,65292764
7014284,1,65334056,65317532
7014385,1,260577510,65295281
7014388,1,65333834,258758550
7014401,1,65334133,65304896
7014405,1,65373722,276546819
7014449,1,4021550370,65288855
7014449,2,4021550370,258840692
7014464,1,65316939,65291059
7014464,2,65316939,1511349597
7014476,1,65288594,65339622
7014476,2,65288594,65304180
7014476,3,65288594,65295287
7014501,1,65288594,283285933
7014501,2,65288594,1711296973
7014522,1,65328997,65299991
7014522,2,65328997,53027129
7014525,1,65312028,258919553
7014534,1,65312028,1711296973
7014534,2,65312028,1711296973
7014556,1,65293588,65363245
7014605,1,65288821,2323177137
7014611,1,4021550352,301503404
7014611,2,4021550352,65316301
7014614,1,65330456,65297590
7014614,2,65330456,65327931
7014614,3,65330456,65290928
7014647,1,4021550370,65292349
7014653,1,65317391,1723738865
7014653,2,65317391,65287209
7014667,1,65313551,65364788
7014667,2,65313551,65461058
7014692,1,65307075,65306402
7014713,1,65354535,53027386
7014726,1,65300988,256032358
7014726,2,65300988,65295275
7014758,1,65307082,65334510
7014758,2,65307082,65315504
7014813,1,65328969,265506623
7014813,2,65328969,65334510
7015084,1,65330230,65346426
7015209,1,65362676,65424353
7015279,2,65343301,1723738887
7015279,3,65343301,262910169
7015430,1,65289010,65336474
7015439,1,65315938,65295289
7015439,2,65315938,65336947
7015478,1,65293687,65308283
7015549,1,65296334,4724558266
7015630,1,65293652,300759006
7015630,2,65293652,262936216
7015646,2,1000699966,65513995
7015646,3,1000699966,65317042
7015647,1,65304065,65303529
7015815,1,65295359,53059947
7015815,2,65295359,4023103623
7015817,1,65337445,65391865
7015860,1,65339516,65295279
7015860,2,65339516,65295279
7015943,1,65326226,65335530
7015943,2,65326226,65340630
7016092,1,65297696,65327144
7016092,2,65297696,26639069
7016359,1,65310828,65292348
7016359,2,65310828,65312705
7016371,1,65333426,65320025
7016371,2,65333426,65314200
7016388,1,65348306,65303525
7016401,1,65346062,65336947
7016401,2,65346062,65287280
7016448,1,65320025,5014084172
7016448,3,65320025,338841304
7016454,1,65307313,65352429
7016485,1,65328183,65481600
